Task,T5828
Scope 1/1, Sample 1/29 (Junk1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0150,5,-48.6,22.8,0.0055,,
0.0235,6,-48.3,22.8,0.0075,,
0.0320,7,-47.8,22.8,0.0085,,
0.0395,8,-47.1,22.8,0.0075,,
0.0480,9,-46.2,22.8,0.0085,,
0.0565,10,-45.3,22.8,0.0075,,
0.0650,11,-44.1,22.8,0.0075,,
0.0735,12,-42.7,22.8,0.0075,,
0.0815,13,-41.4,22.8,0.0080,,
0.0895,14,-39.9,22.8,0.0080,,
0.0975,15,-38.3,22.8,0.0075,,
0.1060,16,-36.7,22.8,0.0075,,
0.1145,17,-35.0,22.8,0.0075,,
0.1230,18,-33.3,22.8,0.0075,,
0.1315,19,-31.5,22.8,0.0085,,
0.1390,20,-29.5,22.8,0.0075,,
0.1475,21,-27.9,22.8,0.0085,,
0.1560,22,-26.1,22.8,0.0075,,
0.1640,23,-24.5,22.8,0.0075,,
0.1725,24,-23.0,22.8,0.0075,,
0.1810,25,-21.3,22.8,0.0075,,
0.1885,26,-19.9,22.8,0.0075,,
0.1970,27,-18.5,22.8,0.0085,,
0.2055,28,-17.1,22.8,0.0075,,
0.2140,29,-15.7,22.8,0.0075,,
0.2225,30,-14.4,22.8,0.0075,,
0.2310,31,-13.0,22.8,0.0075,,
0.2390,32,-11.8,22.8,0.0080,,
0.2470,33,-10.7,22.8,0.0080,,
0.2550,34,-9.5,22.8,0.0080,,
0.2635,35,-8.5,22.8,0.0075,,
0.2720,36,-7.4,22.8,0.0075,,
0.2805,37,-6.3,22.8,0.0075,,
0.2890,38,-5.1,22.8,0.0085,,
0.2965,39,-3.9,22.8,0.0075,,
0.3050,40,-2.7,22.8,0.0085,,
0.3135,41,-1.4,22.8,0.0075,,
0.3220,42,-0.1,22.8,0.0075,,
0.3300,43,0.9,22.8,0.0075,,
0.3380,44,0.9,22.8,0.0080,,
0.3465,45,2.0,22.8,0.0085,,
0.3545,46,3.7,22.8,0.0075,,
0.3630,47,4.2,22.8,0.0075,,
0.3715,48,5.2,22.8,0.0075,,
0.3800,49,6.0,22.8,0.0075,,
0.3875,50,6.9,22.8,0.0075,,
0.3960,51,7.5,22.8,0.0085,,
0.4045,52,8.6,22.8,0.0075,,
0.4130,53,9.6,22.8,0.0075,,
0.4215,54,10.8,22.8,0.0075,,
0.4295,55,11.8,22.8,0.0075,,
0.4380,56,12.8,22.8,0.0085,,
0.4455,57,13.9,22.8,0.0075,,
0.4540,58,14.9,22.8,0.0085,,
0.4625,59,15.9,22.8,0.0075,,
0.4710,60,16.8,22.8,0.0075,,
0.4795,61,17.7,22.8,0.0075,,
0.4880,62,18.6,22.8,0.0075,,
0.4955,63,19.4,22.8,0.0075,,
0.5040,64,20.2,22.8,0.0085,,
0.5120,65,21.1,22.8,0.0075,,
0.5205,66,22.0,22.8,0.0075,,
0.5290,67,22.9,22.8,0.0075,,
0.5375,68,23.7,22.8,0.0075,,
0.5450,69,24.5,22.8,0.0075,,
0.5535,70,25.3,22.8,0.0085,,
0.5620,71,26.2,22.8,0.0075,,
0.5705,72,27.1,22.8,0.0075,,
0.5790,73,27.8,22.8,0.0075,,
0.5870,74,28.5,22.8,0.0075,,
0.5950,75,29.2,22.8,0.0080,,
0.6030,76,30.1,22.8,0.0080,,
0.6115,77,30.9,22.8,0.0085,,
0.6200,78,31.7,22.8,0.0075,,
0.6285,79,32.5,22.8,0.0075,,
0.6370,80,33.4,22.8,0.0075,,
0.6455,81,34.4,22.8,0.0085,,
0.6530,82,35.1,22.8,0.0075,,
0.6615,83,36.0,22.8,0.0085,,
0.6695,84,36.7,22.8,0.0075,,
0.6780,85,37.6,22.8,0.0075,,
0.6865,86,38.4,22.8,0.0075,,
0.6950,87,39.2,22.8,0.0075,,
0.7025,88,39.9,22.8,0.0075,,
0.7110,89,40.7,22.8,0.0085,,
0.7195,90,41.4,22.8,0.0075,,
0.7280,91,42.1,22.8,0.0075,,
0.7360,92,43.0,22.8,0.0075,,
0.7445,93,43.7,22.8,0.0075,,
0.7525,94,44.4,22.8,0.0080,,
0.7605,95,45.2,22.8,0.0080,,
0.7690,96,45.9,22.8,0.0075,,
0.7775,97,46.7,22.8,0.0075,,
0.7860,98,47.5,22.8,0.0075,,
0.7945,99,48.4,22.8,0.0075,,
0.8020,100,48.9,22.8,0.0075,,
0.8105,101,49.6,22.8,0.0085,,
0.8190,102,50.3,22.8,0.0075,,
0.8275,103,51.2,22.8,0.0075,,
0.8355,104,52.1,22.8,0.0075,,
0.8440,105,52.8,22.8,0.0075,,
0.8515,106,53.5,22.8,0.0075,,
0.8600,107,54.3,22.8,0.0085,,
0.8685,108,55.0,22.8,0.0075,,
0.8770,109,55.7,22.8,0.0075,,
0.8855,110,56.3,22.8,0.0075,,
0.8940,111,57.1,22.8,0.0075,,
0.9015,112,57.6,22.8,0.0075,,
0.9100,113,58.5,22.8,0.0085,,
0.9180,114,59.2,22.8,0.0080,,
0.9265,115,60.0,22.8,0.0075,,
0.9350,116,60.8,22.8,0.0075,,
0.9435,117,61.6,22.8,0.0075,,
0.9510,118,62.2,22.8,0.0075,,
0.9595,119,63.0,22.8,0.0085,,
0.9680,120,63.7,22.8,0.0085,,
0.9765,121,64.5,22.8,0.0075,,
0.9850,122,65.2,22.8,0.0075,,
0.9930,123,65.9,22.8,0.0075,,
1.0010,124,66.6,22.8,0.0080,,
1.0095,125,67.5,22.8,0.0085,,
1.0175,126,68.4,22.8,0.0080,,
1.0260,127,69.5,22.8,0.0075,,
1.0345,128,70.3,22.8,0.0075,,
1.0430,129,71.2,22.8,0.0075,,
1.0515,130,72.0,22.8,0.0075,,
1.0590,131,72.8,22.8,0.0075,,
1.0675,132,73.7,22.8,0.0085,,
1.0760,133,74.5,22.8,0.0075,,
1.0840,134,75.4,22.8,0.0075,,
1.0925,135,76.3,22.8,0.0075,,
1.1010,136,77.2,22.8,0.0075,,
1.1085,137,78.0,22.8,0.0075,,
1.1170,138,79.1,22.8,0.0085,,
1.1255,139,80.1,22.8,0.0075,,
1.1340,140,81.1,22.8,0.0075,,
1.1425,141,82.1,22.8,0.0075,,
1.1510,142,83.2,22.8,0.0075,,
1.1585,143,84.1,22.8,0.0075,,
1.1670,144,85.0,22.8,0.0085,,
1.1750,145,86.1,22.8,0.0080,,
1.1835,146,87.2,22.8,0.0075,,
1.1920,147,88.4,22.8,0.0075,,
1.2005,148,89.5,22.8,0.0075,,
1.2090,149,90.8,22.8,0.0085,,
1.2165,150,92.1,22.8,0.0075,,
1.2250,151,93.4,22.8,0.0085,,
1.2335,152,94.7,22.8,0.0075,,
1.2415,153,96.1,22.8,0.0075,,
1.2500,154,97.5,22.8,0.0075,,
1.2585,155,99.1,22.8,0.0085,,
1.2660,156,100.5,22.8,0.0075,,
1.2745,157,102.0,22.8,0.0085,,
1.2830,158,103.5,22.8,0.0075,,
1.2915,159,105.6,22.8,0.0075,,
1.3000,160,107.3,22.8,0.0075,,
1.3085,161,109.2,22.8,0.0085,,
1.3160,162,111.0,22.8,0.0075,,
1.3245,163,113.0,22.8,0.0085,,
1.3325,164,115.4,22.8,0.0075,,
1.3410,165,118.1,22.8,0.0075,,
1.3495,166,120.9,22.8,0.0075,,
1.3580,167,123.3,22.8,0.0085,,
1.3655,168,126.3,22.8,0.0075,,
1.3740,169,129.3,22.8,0.0085,,
1.3825,170,132.5,22.8,0.0075,,
1.3910,171,135.6,22.8,0.0075,,
1.3995,172,139.1,22.8,0.0075,,
1.4075,173,142.2,22.8,0.0080,,
1.4155,174,145.8,22.8,0.0080,,
1.4235,175,149.3,22.8,0.0080,,
1.4320,176,152.9,22.8,0.0075,,
1.4405,177,155.9,22.8,0.0075,,
1.4490,178,158.8,22.8,0.0075,,
1.4575,179,161.8,22.8,0.0085,,
1.4650,180,164.4,22.8,0.0075,,
1.4735,181,166.8,22.8,0.0085,,
1.4820,182,169.4,22.8,0.0075,,
1.4905,183,171.5,22.8,0.0075,,
1.4985,184,173.6,22.8,0.0075,,
1.5070,185,175.7,22.8,0.0075,,
1.5145,186,177.2,22.8,0.0075,,
1.5230,187,178.7,22.8,0.0085,,
1.5315,188,180.5,22.8,0.0075,,
1.5400,189,182.3,22.8,0.0075,,
1.5485,190,183.5,22.8,0.0075,,
1.5590,191,185.0,22.8,0.0075,,
1.5590,432,187.6,22.9,0.0000,,
1.5595,433,187.7,22.9,0.0010,,
1.5610,434,187.7,22.9,0.0025,,
1.5635,435,187.9,22.9,0.0035,,
1.5680,436,188.0,22.9,0.0065,,
1.5740,437,188.4,22.9,0.0085,,
1.5825,438,189.1,22.9,0.0120,,
1.5900,439,189.7,22.9,0.0125,,
1.5985,440,190.8,22.9,0.0140,,
1.6070,441,191.9,22.9,0.0120,,
1.6155,442,193.1,22.9,0.0120,,
1.6240,443,194.2,22.9,0.0120,,
1.6320,444,194.9,22.9,0.0135,,
1.6400,445,195.9,22.9,0.0135,,
1.6480,446,196.6,22.9,0.0135,,
1.6565,447,197.5,22.9,0.0140,,
1.6650,448,198.3,22.9,0.0120,,
1.6735,449,199.1,22.9,0.0120,,
1.6820,450,199.8,22.9,0.0120,,
1.6895,451,200.4,22.9,0.0125,,
1.6980,452,201.2,22.9,0.0140,,
1.7065,453,202.0,22.9,0.0140,,
1.7150,454,202.7,22.9,0.0120,,
1.7230,455,203.4,22.9,0.0115,,
1.7315,456,204.0,22.9,0.0120,,
1.7390,457,204.6,22.9,0.0125,,
1.7475,458,205.4,22.9,0.0140,,
1.7560,459,205.9,22.9,0.0140,,
1.7645,460,206.5,22.9,0.0120,,
1.7730,461,207.0,22.9,0.0120,,
1.7815,462,207.6,22.9,0.0120,,
1.7890,463,208.1,22.9,0.0125,,
1.7975,464,208.6,22.9,0.0140,,
1.8060,465,209.2,22.9,0.0140,,
1.8140,466,209.7,22.9,0.0115,,
1.8225,467,210.2,22.9,0.0120,,
1.8310,468,210.7,22.9,0.0120,,
1.8385,469,211.2,22.9,0.0125,,
1.8470,470,211.6,22.9,0.0140,,
1.8555,471,212.2,22.9,0.0140,,
1.8640,472,212.8,22.9,0.0120,,
1.8725,473,213.4,22.9,0.0120,,
1.8805,474,213.8,22.9,0.0115,,
1.8890,475,214.3,22.9,0.0120,,
1.8965,476,214.5,22.9,0.0125,,
1.9050,477,215.0,22.9,0.0140,,
1.9135,478,215.4,22.9,0.0140,,
1.9220,479,215.9,22.9,0.0120,,
1.9305,480,216.3,22.9,0.0120,,
1.9390,481,216.7,22.9,0.0120,,
1.9465,482,217.1,22.9,0.0125,,
1.9550,483,217.5,22.9,0.0140,,
1.9635,484,217.9,22.9,0.0140,,
1.9715,485,218.3,22.9,0.0115,,
1.9800,486,218.6,22.9,0.0120,,
1.9885,487,219.0,22.9,0.0120,,
1.9960,488,219.3,22.9,0.0125,,
2.0045,489,219.6,22.9,0.0140,,
2.0130,490,220.0,22.9,0.0140,,
2.0215,491,220.4,22.9,0.0120,,
2.0300,492,220.7,22.9,0.0120,,
2.0385,493,221.1,22.9,0.0120,,
2.0460,494,221.4,22.9,0.0125,,
2.0545,495,221.7,22.9,0.0140,,
2.0625,496,222.0,22.9,0.0135,,
2.0710,497,222.2,22.9,0.0120,,
2.0795,498,222.6,22.9,0.0120,,
2.0880,499,222.9,22.9,0.0120,,
2.0955,500,223.3,22.9,0.0125,,
2.1040,501,223.6,22.9,0.0140,,
2.1125,502,223.8,22.9,0.0140,,
2.1210,503,224.1,22.9,0.0120,,
2.1295,504,224.2,22.9,0.0120,,
2.1375,505,224.5,22.9,0.0115,,
2.1455,506,224.9,22.9,0.0135,,
2.1535,507,225.1,22.9,0.0135,,
2.1620,508,225.5,22.9,0.0140,,
2.1705,509,225.8,22.9,0.0120,,
2.1790,510,225.9,22.9,0.0120,,
2.1875,511,226.2,22.9,0.0120,,
2.1950,512,226.6,22.9,0.0125,,
2.2035,513,226.7,22.9,0.0140,,
2.2120,514,227.1,22.9,0.0140,,
2.2205,515,227.3,22.9,0.0120,,
2.2285,516,227.5,22.9,0.0115,,
2.2370,517,227.8,22.9,0.0120,,
2.2445,518,228.2,22.9,0.0125,,
2.2530,519,228.5,22.9,0.0140,,
2.2615,520,228.7,22.9,0.0140,,
2.2700,521,228.8,22.9,0.0120,,
2.2785,522,229.0,22.9,0.0120,,
2.2870,523,229.2,22.9,0.0120,,
2.2945,524,229.5,22.9,0.0125,,
2.3030,525,229.7,22.9,0.0140,,
2.3115,526,230.1,22.9,0.0140,,
2.3195,527,230.4,22.9,0.0115,,
2.3280,528,230.7,22.9,0.0120,,
2.3365,529,231.0,22.9,0.0120,,
2.3450,530,231.1,22.9,0.0140,,
2.3525,531,231.4,22.9,0.0125,,
2.3610,532,231.6,22.9,0.0140,,
2.3695,533,231.8,22.9,0.0120,,
2.3780,534,232.1,22.9,0.0120,,
2.3865,535,232.2,22.9,0.0120,,
2.3945,536,232.4,22.9,0.0115,,
2.4025,537,232.6,22.9,0.0135,,
2.4105,538,232.7,22.9,0.0135,,
2.4190,539,232.8,22.9,0.0140,,
2.4275,540,233.2,22.9,0.0120,,
2.4360,541,233.5,22.9,0.0120,,
2.4445,542,233.5,22.9,0.0120,,
2.4520,543,233.6,22.9,0.0125,,
2.4595,544,233.8,22.9,0.0125,,
2.4640,545,234.0,22.9,0.0075,,
2.4680,546,234.2,22.9,0.0055,,
2.4715,547,234.3,22.9,0.0050,,
2.4755,548,234.3,22.9,0.0055,,
2.4760,549,234.4,22.9,0.0010,,
2.4765,550,234.5,22.9,0.0010,,
2.4780,551,234.6,22.9,0.0025,,
2.4795,552,234.5,22.9,0.0020,,
2.4815,553,234.6,22.9,0.0030,,
2.4840,554,234.7,22.9,0.0035,,
2.4865,555,234.7,22.9,0.0040,,
2.4895,555,235.0,22.9,0.0075,,
Scope 1/1, Sample 20/29 (PreC_Day1_rerun_Dil6rep3)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-46.8,22.8,NaN,,
0.0010,1,-47.0,22.8,0.0010,,
0.0025,2,-47.2,22.8,0.0015,,
0.0050,3,-47.1,22.8,0.0025,,
0.0090,4,-47.1,22.8,0.0035,,
0.0150,5,-47.0,22.8,0.0055,,
0.0235,6,-46.8,22.8,0.0075,,
0.0320,7,-46.3,22.8,0.0075,,
0.0405,8,-45.4,22.8,0.0075,,
0.0490,9,-44.6,22.8,0.0075,,
0.0565,10,-43.4,22.8,0.0070,,
0.0650,11,-42.1,22.8,0.0075,,
0.0735,12,-40.8,22.8,0.0075,,
0.0820,13,-39.4,22.8,0.0075,,
0.0900,14,-37.9,22.8,0.0075,,
0.0985,15,-36.4,22.8,0.0075,,
0.1060,16,-35.0,22.8,0.0070,,
0.1145,17,-33.5,22.8,0.0075,,
0.1230,18,-31.7,22.8,0.0075,,
0.1315,19,-29.9,22.8,0.0075,,
0.1400,20,-28.3,22.8,0.0075,,
0.1485,21,-26.5,22.8,0.0075,,
0.1560,22,-24.9,22.8,0.0070,,
0.1645,23,-23.3,22.8,0.0075,,
0.1725,24,-21.8,22.8,0.0075,,
0.1810,25,-20.4,22.8,0.0075,,
0.1895,26,-18.9,22.8,0.0075,,
0.1980,27,-17.4,22.8,0.0075,,
0.2055,28,-16.2,22.8,0.0070,,
0.2140,29,-14.7,22.8,0.0075,,
0.2225,30,-13.4,22.8,0.0075,,
0.2310,31,-12.2,22.8,0.0075,,
0.2395,32,-11.0,22.8,0.0075,,
0.2475,33,-9.8,22.8,0.0075,,
0.2560,34,-8.5,22.8,0.0075,,
0.2635,35,-7.4,22.8,0.0070,,
0.2720,36,-6.5,22.8,0.0075,,
0.2805,37,-5.6,22.8,0.0075,,
0.2890,38,-4.4,22.8,0.0075,,
0.2975,39,-3.1,22.8,0.0075,,
0.3050,40,-2.0,22.8,0.0070,,
0.3135,41,-0.7,22.8,0.0075,,
0.3220,42,0.3,22.8,0.0075,,
0.3305,43,0.6,22.8,0.0075,,
0.3390,44,1.6,22.8,0.0075,,
0.3470,45,3.3,22.8,0.0075,,
0.3550,46,3.7,22.8,0.0075,,
0.3630,47,4.8,22.8,0.0075,,
0.3715,48,5.6,22.8,0.0075,,
0.3800,49,6.3,22.8,0.0075,,
0.3885,50,7.1,22.8,0.0075,,
0.3970,51,8.0,22.8,0.0075,,
0.4045,52,8.9,22.8,0.0070,,
0.4130,53,10.0,22.8,0.0075,,
0.4215,54,11.1,22.8,0.0075,,
0.4300,55,12.3,22.8,0.0075,,
0.4385,56,13.3,22.8,0.0075,,
0.4465,57,14.1,22.8,0.0075,,
0.4545,58,14.9,22.8,0.0075,,
0.4625,59,15.8,22.8,0.0075,,
0.4710,60,16.7,22.8,0.0075,,
0.4795,61,17.6,22.8,0.0075,,
0.4880,62,18.5,22.8,0.0075,,
0.4965,63,19.4,22.8,0.0075,,
0.5040,64,20.2,22.8,0.0070,,
0.5125,65,21.1,22.8,0.0075,,
0.5210,66,22.1,22.8,0.0075,,
0.5290,67,23.0,22.8,0.0075,,
0.5375,68,23.8,22.8,0.0075,,
0.5460,69,24.6,22.8,0.0075,,
0.5545,70,25.5,22.8,0.0075,,
0.5620,71,26.4,22.8,0.0070,,
0.5705,72,27.2,22.8,0.0075,,
0.5790,73,28.1,22.8,0.0075,,
0.5875,74,28.9,22.8,0.0075,,
0.5960,75,29.7,22.8,0.0075,,
0.6040,76,30.6,22.8,0.0075,,
0.6120,77,31.4,22.8,0.0075,,
0.6200,78,32.2,22.8,0.0075,,
0.6285,79,33.1,22.8,0.0075,,
0.6370,80,33.8,22.8,0.0075,,
0.6455,81,34.5,22.8,0.0075,,
0.6530,82,35.2,22.8,0.0070,,
0.6615,83,36.1,22.8,0.0075,,
0.6700,84,36.9,22.8,0.0075,,
0.6785,85,37.8,22.8,0.0075,,
0.6870,86,38.6,22.8,0.0075,,
0.6955,87,39.3,22.8,0.0075,,
0.7035,88,40.2,22.8,0.0075,,
0.7115,89,40.9,22.8,0.0075,,
0.7195,90,41.7,22.8,0.0075,,
0.7280,91,42.5,22.8,0.0075,,
0.7365,92,43.3,22.8,0.0075,,
0.7450,93,44.1,22.8,0.0075,,
0.7535,94,44.9,22.8,0.0070,,
0.7610,95,45.4,22.8,0.0070,,
0.7695,96,46.1,22.8,0.0075,,
0.7780,97,46.8,22.8,0.0075,,
0.7860,98,47.6,22.8,0.0075,,
0.7945,99,48.5,22.8,0.0075,,
0.8030,100,49.3,22.8,0.0075,,
0.8105,101,49.9,22.8,0.0070,,
0.8190,102,50.9,22.8,0.0075,,
0.8275,103,51.7,22.8,0.0075,,
0.8360,104,52.4,22.8,0.0075,,
0.8445,105,53.0,22.8,0.0075,,
0.8530,106,53.8,22.8,0.0075,,
0.8605,107,54.5,22.8,0.0070,,
0.8690,108,55.3,22.8,0.0075,,
0.8770,109,56.2,22.8,0.0075,,
0.8855,110,57.0,22.8,0.0075,,
0.8940,111,57.7,22.8,0.0075,,
0.9025,112,58.4,22.8,0.0075,,
0.9100,113,58.9,22.8,0.0070,,
0.9185,114,59.7,22.8,0.0075,,
0.9270,115,60.4,22.8,0.0075,,
0.9355,116,61.2,22.8,0.0075,,
0.9440,117,61.9,22.8,0.0075,,
0.9520,118,62.6,22.8,0.0075,,
0.9600,119,63.3,22.8,0.0075,,
0.9680,120,64.1,22.8,0.0075,,
0.9765,121,64.9,22.8,0.0075,,
0.9850,122,65.7,22.8,0.0075,,
0.9935,123,66.6,22.8,0.0075,,
1.0020,124,67.3,22.8,0.0075,,
1.0105,125,68.3,22.8,0.0075,,
1.0180,126,69.0,22.8,0.0070,,
1.0265,127,69.9,22.8,0.0075,,
1.0350,128,70.6,22.8,0.0075,,
1.0430,129,71.5,22.8,0.0075,,
1.0515,130,72.4,22.8,0.0075,,
1.0600,131,73.3,22.8,0.0075,,
1.0675,132,73.8,22.8,0.0070,,
1.0760,133,74.6,22.8,0.0075,,
1.0845,134,75.6,22.8,0.0075,,
1.0930,135,76.6,22.8,0.0075,,
1.1015,136,77.5,22.8,0.0075,,
1.1095,137,78.5,22.8,0.0075,,
1.1175,138,79.3,22.8,0.0075,,
1.1255,139,80.3,22.8,0.0075,,
1.1340,140,81.4,22.8,0.0075,,
1.1425,141,82.5,22.8,0.0075,,
1.1510,142,83.5,22.8,0.0075,,
1.1595,143,84.4,22.8,0.0075,,
1.1680,144,85.3,22.8,0.0075,,
1.1755,145,86.4,22.8,0.0070,,
1.1840,146,87.5,22.8,0.0075,,
1.1920,147,88.7,22.8,0.0075,,
1.2005,148,89.9,22.8,0.0075,,
1.2090,149,90.9,22.8,0.0075,,
1.2175,150,92.0,22.8,0.0075,,
1.2250,151,93.2,22.8,0.0070,,
1.2335,152,94.6,22.8,0.0075,,
1.2420,153,96.1,22.8,0.0075,,
1.2505,154,97.7,22.8,0.0075,,
1.2590,155,99.2,22.8,0.0075,,
1.2670,156,100.5,22.8,0.0075,,
1.2750,157,102.3,22.8,0.0075,,
1.2830,158,104.2,22.8,0.0075,,
1.2915,159,106.1,22.8,0.0075,,
1.3000,160,107.8,22.8,0.0075,,
1.3085,161,109.9,22.8,0.0075,,
1.3170,162,112.1,22.8,0.0075,,
1.3245,163,114.1,22.8,0.0070,,
1.3330,164,116.2,22.8,0.0075,,
1.3415,165,118.4,22.8,0.0075,,
1.3500,166,121.2,22.8,0.0075,,
1.3580,167,123.7,22.8,0.0075,,
1.3665,168,126.1,22.8,0.0075,,
1.3740,169,128.7,22.8,0.0070,,
1.3825,170,132.5,22.8,0.0075,,
1.3910,171,136.0,22.8,0.0075,,
1.3995,172,139.4,22.8,0.0075,,
1.4080,173,143.0,22.8,0.0075,,
1.4165,174,146.0,22.8,0.0075,,
1.4245,175,149.0,22.8,0.0075,,
1.4325,176,152.7,22.8,0.0075,,
1.4405,177,156.6,22.8,0.0075,,
1.4490,178,159.5,22.8,0.0075,,
1.4575,179,162.3,22.8,0.0070,,
1.4660,180,165.3,22.8,0.0075,,
1.4745,181,168.2,22.8,0.0070,,
1.4820,182,170.1,22.8,0.0070,,
1.4905,183,172.1,22.8,0.0075,,
1.4990,184,174.1,22.8,0.0075,,
1.5075,185,175.8,22.8,0.0075,,
1.5155,186,177.6,22.8,0.0075,,
1.5240,187,179.1,22.8,0.0070,,
1.5315,188,180.7,22.8,0.0070,,
1.5400,189,182.3,22.8,0.0075,,
1.5485,190,183.6,22.8,0.0075,,
1.5590,191,185.0,22.8,0.0075,,
1.5590,432,188.1,22.9,0.0000,,
1.5595,432,188.0,22.9,0.0010,,
1.5610,434,188.0,22.9,0.0010,,
1.5635,435,187.8,22.9,0.0040,,
1.5680,436,188.1,22.9,0.0075,,
1.5740,437,188.5,22.9,0.0100,,
1.5825,438,189.2,22.9,0.0170,,
1.5900,438,190.2,22.9,0.0150,,
1.5985,440,191.3,22.9,0.0055,,
1.6070,440,192.3,22.9,0.0170,,
1.6155,442,193.1,22.9,0.0055,,
1.6235,443,194.2,22.9,0.0135,,
1.6320,444,195.0,22.9,0.0140,,
1.6395,444,195.8,22.9,0.0150,,
1.6480,446,196.7,22.9,0.0055,,
1.6565,446,197.4,22.9,0.0170,,
1.6650,448,198.4,22.9,0.0055,,
1.6735,449,199.4,22.9,0.0140,,
1.6820,450,200.2,22.9,0.0140,,
1.6900,450,200.5,22.9,0.0160,,
1.6980,452,201.3,22.9,0.0055,,
1.7060,452,202.1,22.9,0.0160,,
1.7145,454,202.7,22.9,0.0055,,
1.7230,455,203.4,22.9,0.0140,,
1.7315,456,204.0,22.9,0.0140,,
1.7400,456,204.7,22.9,0.0170,,
1.7475,458,205.4,22.9,0.0050,,
1.7560,458,206.2,22.9,0.0170,,
1.7645,460,206.7,22.9,0.0055,,
1.7730,461,207.2,22.9,0.0140,,
1.7810,462,207.9,22.9,0.0135,,
1.7895,462,208.5,22.9,0.0170,,
1.7970,464,209.0,22.9,0.0050,,
1.8055,464,209.5,22.9,0.0170,,
1.8140,466,209.9,22.9,0.0055,,
1.8225,467,210.4,22.9,0.0140,,
1.8310,468,210.9,22.9,0.0140,,
1.8395,469,211.3,22.9,0.0140,,
1.8470,470,211.8,22.9,0.0150,,
1.8555,470,212.3,22.9,0.0170,,
1.8640,472,212.7,22.9,0.0055,,
1.8720,473,213.2,22.9,0.0135,,
1.8805,474,213.7,22.9,0.0140,,
1.8890,475,214.1,22.9,0.0140,,
1.8965,476,214.5,22.9,0.0150,,
1.9050,476,215.0,22.9,0.0170,,
1.9135,478,215.5,22.9,0.0055,,
1.9220,479,215.8,22.9,0.0140,,
1.9305,480,216.2,22.9,0.0140,,
1.9390,481,216.6,22.9,0.0140,,
1.9465,482,217.2,22.9,0.0150,,
1.9550,482,217.6,22.9,0.0170,,
1.9630,484,218.0,22.9,0.0055,,
1.9715,485,218.4,22.9,0.0140,,
1.9800,486,218.6,22.9,0.0140,,
1.9885,487,219.1,22.9,0.0140,,
1.9960,488,219.3,22.9,0.0150,,
2.0045,488,219.7,22.9,0.0170,,
2.0130,490,220.0,22.9,0.0055,,
2.0215,491,220.3,22.9,0.0140,,
2.0300,492,220.7,22.9,0.0140,,
2.0380,493,221.1,22.9,0.0135,,
2.0460,494,221.3,22.9,0.0160,,
2.0545,494,221.6,22.9,0.0170,,
2.0625,496,222.0,22.9,0.0055,,
2.0710,497,222.4,22.9,0.0140,,
2.0795,498,222.7,22.9,0.0140,,
2.0880,499,223.2,22.9,0.0140,,
2.0955,500,223.2,22.9,0.0150,,
2.1040,500,223.5,22.9,0.0170,,
2.1125,502,223.8,22.9,0.0055,,
2.1210,503,224.2,22.9,0.0140,,
2.1290,504,224.6,22.9,0.0135,,
2.1375,505,224.8,22.9,0.0140,,
2.1450,506,225.2,22.9,0.0150,,
2.1535,506,225.5,22.9,0.0170,,
2.1620,508,225.7,22.9,0.0055,,
2.1705,509,226.0,22.9,0.0140,,
2.1790,510,226.3,22.9,0.0140,,
2.1875,511,226.4,22.9,0.0140,,
2.1960,512,226.5,22.9,0.0170,,
2.2035,512,226.8,22.9,0.0150,,
2.2120,514,227.1,22.9,0.0055,,
2.2200,515,227.3,22.9,0.0135,,
2.2285,516,227.6,22.9,0.0140,,
2.2370,517,228.0,22.9,0.0140,,
2.2455,518,228.4,22.9,0.0140,,
2.2530,518,228.6,22.9,0.0150,,
2.2615,520,228.8,22.9,0.0055,,
2.2700,520,228.9,22.9,0.0170,,
2.2785,522,229.2,22.9,0.0055,,
2.2865,523,229.4,22.9,0.0135,,
2.2950,524,229.8,22.9,0.0140,,
2.3030,524,229.9,22.9,0.0160,,
2.3110,526,230.2,22.9,0.0055,,
2.3195,526,230.3,22.9,0.0170,,
2.3280,528,230.5,22.9,0.0055,,
2.3365,529,230.8,22.9,0.0140,,
2.3450,530,231.0,22.9,0.0140,,
2.3525,530,231.3,22.9,0.0150,,
2.3610,532,231.6,22.9,0.0055,,
2.3695,532,231.7,22.9,0.0170,,
2.3780,534,231.9,22.9,0.0055,,
2.3860,535,232.3,22.9,0.0135,,
2.3945,536,232.5,22.9,0.0140,,
2.4030,536,232.5,22.9,0.0170,,
2.4105,538,232.7,22.9,0.0050,,
2.4190,538,232.9,22.9,0.0170,,
2.4275,540,233.1,22.9,0.0055,,
2.4360,541,233.3,22.9,0.0140,,
2.4440,542,233.4,22.9,0.0135,,
2.4525,543,233.7,22.9,0.0140,,
2.4590,544,234.0,22.9,0.0130,,
2.4650,544,234.3,22.9,0.0120,,
2.4670,546,234.5,22.9,0.0015,,
2.4675,547,234.6,22.9,0.0010,,
2.4685,548,234.6,22.9,0.0015,,
2.4690,549,234.7,22.9,0.0010,,
2.4700,550,234.7,22.9,0.0020,,
2.4715,550,234.7,22.9,0.0030,,
2.4735,552,234.7,22.9,0.0015,,
